Дата заключения,Дата расчетов,Время заключения,Наименование,Код,Валюта,Вид,Количество,Цена,Сумма,НКД,Комиссия Брокера,Комиссия Биржи,Номер сделки,Комментарий,Статус
24.11.2021,26.11.2021,16:45:56,FXIMETF,FXIM,RUB,Покупка,2,102.52,205.04,0.00,0.12,0.02,4676871172,,И
24.11.2021,26.11.2021,16:47:04,FXRLETF,FXRL,RUB,Покупка,35,42.9,1501.50,0.00,0.90,0.14,4676875070,,И
24.11.2021,26.11.2021,16:47:28,VTBEETF,VTBE,RUB,Покупка,13,93.07,1209.91,0.00,0.73,0.11,4676876400,,И
24.11.2021,26.11.2021,16:50:09,БПИФбрутто,SBMX,RUB,Покупка,28,19.928,557.98,0.00,0.00,0.05,4676885521,,И
23.12.2022,27.12.2022,16:44:05,БПИФбрутто,SBMX,RUB,Покупка,53,11.584,613.95,0.00,0.00,0.19,7099375184,,О
27.01.2025,28.01.2025,18:04:43,ИнтерРАОао,IRAO,RUB,Покупка,100,3.676,367.60,0.00,0.22,0.11,12159872304,,ЗО
27.01.2025,28.01.2025,18:05:07,Роснефть,ROSN,RUB,Покупка,2,517,1034.00,0.00,0.62,0.31,12159874171,,ЗО
27.01.2025,28.01.2025,18:05:28,Лентаао,LENT,RUB,Покупка,1,1297.5,1297.50,0.00,0.78,0.39,12159875521,,ЗО
27.01.2025,28.01.2025,18:05:50,Ростел-ао,RTKM,RUB,Покупка,10,64.7,647.00,0.00,0.39,0.19,12159878032,,ЗО
27.01.2025,28.01.2025,18:06:09,ММК,MAGN,RUB,Покупка,10,35.64,356.40,0.00,0.21,0.11,12159882641,,ЗО
27.01.2025,28.01.2025,18:07:37,ИНАРКТИКА,AQUA,RUB,Покупка,1,641,641.00,0.00,0.39,0.19,12159890935,,ЗО
27.01.2025,28.01.2025,18:08:18,SBMMETF,SBMM,RUB,Покупка,67,14.744,987.85,0.00,0.00,0.30,12159894228,,ЗО
27.04.2023,02.05.2023,12:52:37,БПИФбрутто,SBMX,RUB,Покупка,80,14.389,1151.12,0.00,0.00,0.35,7587448512,,ЗО
27.04.2023,02.05.2023,13:05:22,Сбербанк,SBER,RUB,Покупка,10,238.6,2386.00,0.00,1.43,0.71,7587511423,,ЗО
27.04.2023,02.05.2023,13:05:55,ГАЗПРОМао,GAZP,RUB,Покупка,10,178.95,1789.50,0.00,1.08,0.54,7587514459,,ЗО
25.05.2021,27.05.2021,18:28:44,FXUSETF,FXUS,RUB,Покупка,1,5644,5644.00,0.00,3.39,0.52,3970365261,,И
23.06.2023,27.06.2023,10:33:59,МТС-ао,MTSS,RUB,Покупка,10,343.35,3433.50,0.00,2.06,1.03,7792729150,,И
27.09.2024,30.09.2024,12:18:55,SBMMETF,SBMM,RUB,Продажа,15,13.8175,207.26,0.00,0.00,0.07,11236665486,,ЗО
27.09.2024,30.09.2024,12:18:55,SBMMETF,SBMM,RUB,Продажа,685,13.8175,9464.99,0.00,0.00,2.84,11236665487,,ЗО
27.09.2024,30.09.2024,12:22:43,МТС-ао,MTSS,RUB,Покупка,10,206.75,2067.50,0.00,1.24,0.62,11236710588,,ЗО
27.09.2024,30.09.2024,12:24:00,МосБиржа,MOEX,RUB,Покупка,10,212.71,2127.10,0.00,1.28,0.64,11236717114,,ЗО
27.09.2024,30.09.2024,12:25:01,Роснефть,ROSN,RUB,Покупка,1,510.95,510.95,0.00,0.30,0.16,11236721704,,ЗО
27.09.2024,30.09.2024,12:25:41,Новатэкао,NVTK,RUB,Покупка,1,1017.4,1017.40,0.00,0.61,0.31,11236725083,,ЗО
27.09.2024,30.09.2024,12:26:32,Сургнфгз,SNGS,RUB,Покупка,100,25.045,2504.50,0.00,1.51,0.75,11236729153,,ЗО
27.09.2024,30.09.2024,12:27:11,РусГидро,HYDR,RUB,Покупка,1000,0.5524,552.40,0.00,0.33,0.17,11236732082,,ЗО
27.09.2024,30.09.2024,12:28:00,SBMMETF,SBMM,RUB,Покупка,100,13.818,1381.80,0.00,0.00,0.42,11236735810,,ЗО
27.09.2024,30.09.2024,12:29:42,SBMMETF,SBMM,RUB,Продажа,100,13.8175,1381.75,0.00,0.00,0.42,11236744169,,ЗО
27.09.2024,30.09.2024,12:32:22,ГазпромКP3,RU000A101QM3,RUB,Покупка,1,92.12,921.20,19.52,0.55,0.08,11236756490,,ЗО
26.10.2023,27.10.2023,19:26:40,26227,RU000A1007F4,RUB,Покупка,20,96.74,19348.00,405.40,11.61,1.65,8737086098,,И
27.12.2021,29.12.2021,18:17:51,SBSPETF,SBSP,RUB,Покупка,1,1860,1860.00,0.00,0.00,0.17,4812162403,,ЗО
27.12.2021,29.12.2021,18:17:55,БПИФбрутто,SBMX,RUB,Покупка,50,19.069,953.45,0.00,0.00,0.09,4812162614,,ЗО
27.12.2021,29.12.2021,18:18:25,FXRWETF,FXRW,RUB,Покупка,135,1.3548,182.90,0.00,0.11,0.02,4812164596,,ЗО
27.12.2021,29.12.2021,18:18:56,FXDEETF,FXDE,RUB,Покупка,15,29.505,442.58,0.00,0.26,0.04,4812166907,,ЗО
27.12.2021,29.12.2021,18:19:23,FXDMETF,FXDM,RUB,Покупка,11,78.66,865.26,0.00,0.52,0.08,4812169063,,ЗО
27.12.2021,29.12.2021,18:19:54,FXRLETF,FXRL,RUB,Покупка,20,41.36,827.20,0.00,0.50,0.07,4812173483,,ЗО
27.12.2021,29.12.2021,18:24:18,VTBEETF,VTBE,RUB,Покупка,11,90.46,995.06,0.00,0.60,0.09,4812193081,,ЗО
23.12.2022,27.12.2022,16:44:05,БПИФбрутто,SBMX,RUB,Покупка,53,11.584,613.95,0.00,0.00,0.19,7099375184,,И
27.01.2025,28.01.2025,18:04:43,ИнтерРАОао,IRAO,RUB,Покупка,100,3.676,367.60,0.00,0.22,0.11,12159872304,,И
27.01.2025,28.01.2025,18:05:07,Роснефть,ROSN,RUB,Покупка,2,517,1034.00,0.00,0.62,0.31,12159874171,,И
27.01.2025,28.01.2025,18:05:28,Лентаао,LENT,RUB,Покупка,1,1297.5,1297.50,0.00,0.78,0.39,12159875521,,И
27.01.2025,28.01.2025,18:05:50,Ростел-ао,RTKM,RUB,Покупка,10,64.7,647.00,0.00,0.39,0.19,12159878032,,И
27.01.2025,28.01.2025,18:06:09,ММК,MAGN,RUB,Покупка,10,35.64,356.40,0.00,0.21,0.11,12159882641,,И
27.01.2025,28.01.2025,18:07:37,ИНАРКТИКА,AQUA,RUB,Покупка,1,641,641.00,0.00,0.39,0.19,12159890935,,И
27.01.2025,28.01.2025,18:08:18,SBMMETF,SBMM,RUB,Покупка,67,14.744,987.85,0.00,0.00,0.30,12159894228,,И
28.03.2024,29.03.2024,19:04:37,Сбербанк,SBER,RUB,Покупка,10,298.69,2986.90,0.00,1.79,0.52,9972921999,,ЗО
28.03.2024,29.03.2024,19:04:54,МосБиржа,MOEX,RUB,Покупка,30,219,6570.00,0.00,3.94,1.15,9972922899,,ЗО
27.04.2023,02.05.2023,12:52:37,БПИФбрутто,SBMX,RUB,Покупка,80,14.389,1151.12,0.00,0.00,0.35,7587448512,,О
27.04.2023,02.05.2023,13:05:22,Сбербанк,SBER,RUB,Покупка,10,238.6,2386.00,0.00,1.43,0.71,7587511423,,О
27.04.2023,02.05.2023,13:05:55,ГАЗПРОМао,GAZP,RUB,Покупка,10,178.95,1789.50,0.00,1.08,0.54,7587514459,,О
28.06.2024,01.07.2024,15:37:55,СевСт-ао,CHMF,RUB,Покупка,2,1547,3094.00,0.00,1.86,0.92,10827755871,,ЗО
28.06.2024,01.07.2024,15:40:14,Системаао,AFKS,RUB,Покупка,100,23.614,2361.40,0.00,1.41,0.71,10827765786,,ЗО
28.06.2024,01.07.2024,15:41:35,ИнтерРАОао,IRAO,RUB,Покупка,200,3.921,784.20,0.00,0.47,0.24,10827771803,,ЗО
28.06.2024,01.07.2024,15:43:04,SBMMETF,SBMM,RUB,Покупка,200,13.253,2650.60,0.00,0.00,0.80,10827777133,,ЗО
28.10.2024,29.10.2024,14:46:54,Аэрофлот,AFLT,RUB,Покупка,10,54.14,541.40,0.00,0.32,0.16,11349401912,,ЗО
28.10.2024,29.10.2024,14:48:36,Лентаао,LENT,RUB,Покупка,1,1017,1017.00,0.00,0.62,0.31,11349413803,,ЗО
28.10.2024,29.10.2024,14:49:10,Ростел-ао,RTKM,RUB,Покупка,10,62.91,629.10,0.00,0.37,0.19,11349417268,,ЗО
28.10.2024,29.10.2024,14:49:54,Самолетао,SMLT,RUB,Покупка,1,1518,1518.00,0.00,0.91,0.45,11349422806,,ЗО
28.10.2024,29.10.2024,14:50:34,MDMG-ао,MDMG,RUB,Покупка,1,833.7,833.70,0.00,0.50,0.25,11349428112,,ЗО
28.10.2024,29.10.2024,14:51:22,ИНАРКТИКА,AQUA,RUB,Покупка,1,572.5,572.50,0.00,0.35,0.17,11349437240,,ЗО
28.10.2024,29.10.2024,22:44:38,SBMMETF,SBMM,RUB,Покупка,100,14.014,1401.40,0.00,0.00,0.42,11352050047,,ЗО
28.12.2024,30.12.2024,14:50:51,SBMMETF,SBMM,RUB,Покупка,476,14.513,6908.19,0.00,0.00,2.07,11867298140,,ЗО
27.12.2021,29.12.2021,18:17:51,SBSPETF,SBSP,RUB,Покупка,1,1860,1860.00,0.00,0.00,0.17,4812162403,,О
27.12.2021,29.12.2021,18:17:55,БПИФбрутто,SBMX,RUB,Покупка,50,19.069,953.45,0.00,0.00,0.09,4812162614,,О
27.12.2021,29.12.2021,18:18:25,FXRWETF,FXRW,RUB,Покупка,135,1.3548,182.90,0.00,0.11,0.02,4812164596,,О
27.12.2021,29.12.2021,18:18:56,FXDEETF,FXDE,RUB,Покупка,15,29.505,442.58,0.00,0.26,0.04,4812166907,,О
27.12.2021,29.12.2021,18:19:23,FXDMETF,FXDM,RUB,Покупка,11,78.66,865.26,0.00,0.52,0.08,4812169063,,О
27.12.2021,29.12.2021,18:19:54,FXRLETF,FXRL,RUB,Покупка,20,41.36,827.20,0.00,0.50,0.07,4812173483,,О
27.12.2021,29.12.2021,18:24:18,VTBEETF,VTBE,RUB,Покупка,11,90.46,995.06,0.00,0.60,0.09,4812193081,,О
29.02.2024,01.03.2024,10:55:06,Сбербанк,SBER,RUB,Покупка,10,291.8,2918.00,0.00,1.75,0.00,9725993022,,ЗО
29.02.2024,01.03.2024,10:57:34,ИнтерРАОао,IRAO,RUB,Покупка,200,4.004,800.80,0.00,0.48,0.00,9726006453,,ЗО
29.02.2024,01.03.2024,11:00:19,Магнитао,MGNT,RUB,Покупка,1,7600.5,7600.50,0.00,4.56,0.00,9726022618,,ЗО
29.03.2023,31.03.2023,17:53:18,МТС-ао,MTSS,RUB,Покупка,10,257.9,2579.00,0.00,1.55,0.77,7475075046,,ЗО
29.03.2023,30.03.2023,17:56:31,25084,RU000A101FA1,RUB,Покупка,1,98.854,988.54,25.56,0.59,0.10,7475090543,,ЗО
29.03.2023,31.03.2023,17:57:35,БПИФбрутто,SBMX,RUB,Покупка,110,13.46,1480.60,0.00,0.00,0.45,7475093961,,ЗО
28.03.2024,29.03.2024,19:04:37,Сбербанк,SBER,RUB,Покупка,10,298.69,2986.90,0.00,1.79,0.52,9972921999,,И
28.03.2024,29.03.2024,19:04:54,МосБиржа,MOEX,RUB,Покупка,30,219,6570.00,0.00,3.94,1.15,9972922899,,И
29.03.2024,01.04.2024,11:38:01,SBGDETF,SBGD,RUB,Покупка,84,19.91,1672.44,0.00,0.00,0.50,9987294084,,ЗО
29.03.2024,01.04.2024,11:38:01,SBGDETF,SBGD,RUB,Покупка,16,19.92,318.72,0.00,0.00,0.09,9987294085,,ЗО
29.04.2024,30.04.2024,12:48:57,БПИФбрутто,SBMX,RUB,Покупка,50,20.178,1008.90,0.00,0.00,0.30,10237013144,,ЗО
29.04.2024,30.04.2024,12:49:51,Сбербанк,SBER,RUB,Покупка,10,308.1,3081.00,0.00,1.85,0.92,10237019963,,ЗО
29.04.2024,30.04.2024,12:50:23,СевСт-ао,CHMF,RUB,Покупка,2,1907.8,3815.60,0.00,2.29,1.15,10237024241,,ЗО
29.04.2024,30.04.2024,12:50:53,Системаао,AFKS,RUB,Покупка,100,26.199,2619.90,0.00,1.57,0.78,10237029010,,ЗО
29.04.2024,30.04.2024,12:51:21,ИнтерРАОао,IRAO,RUB,Покупка,200,4.2745,854.90,0.00,0.51,0.26,10237034455,,ЗО
26.05.2023,30.05.2023,21:41:21,ГАЗПРОМао,GAZP,RUB,Покупка,10,164.79,1647.90,0.00,0.99,0.49,7690509967,,О
26.07.2024,29.07.2024,18:08:46,SBMMETF,SBMM,RUB,Покупка,400,13.4095,5363.80,0.00,0.00,1.61,10988118049,,И
29.07.2024,30.07.2024,15:44:15,SBMMETF,SBMM,RUB,Продажа,800,13.4145,10731.60,0.00,0.00,3.22,10993245101,,ЗО
29.07.2024,30.07.2024,15:45:22,РусГидро,HYDR,RUB,Покупка,1000,0.5898,589.80,0.00,0.35,0.18,10993252673,,ЗО
29.07.2024,30.07.2024,15:45:48,МТС-ао,MTSS,RUB,Покупка,10,225.7,2257.00,0.00,1.36,0.68,10993255919,,ЗО
29.07.2024,30.07.2024,15:47:02,СевСт-ао,CHMF,RUB,Покупка,1,1422,1422.00,0.00,0.85,0.43,10993263297,,ЗО
29.07.2024,30.07.2024,15:47:47,ИнтерРАОао,IRAO,RUB,Покупка,100,3.766,376.60,0.00,0.23,0.11,10993267407,,ЗО
29.07.2024,30.07.2024,15:48:18,Роснефть,ROSN,RUB,Покупка,1,514.35,514.35,0.00,0.31,0.16,10993270038,,ЗО
29.07.2024,30.07.2024,15:48:41,Новатэкао,NVTK,RUB,Покупка,1,1043.2,1043.20,0.00,0.62,0.31,10993272562,,ЗО
29.07.2024,30.07.2024,15:49:04,Сургнфгз,SNGS,RUB,Покупка,100,27.73,2773.00,0.00,1.67,0.83,10993275228,,ЗО
29.07.2024,30.07.2024,15:53:23,БПИФбрутто,SBMX,RUB,Покупка,50,17.973,898.65,0.00,0.00,0.27,10993331396,,ЗО
29.09.2021,01.10.2021,20:12:25,FXGDETF,FXGD,RUB,Покупка,1,847,847.00,0.00,0.00,0.08,4449577457,,ЗО
29.09.2021,01.10.2021,20:19:21,FXDMETF,FXDM,RUB,Покупка,7,75.4,527.80,0.00,0.00,0.05,4449581409,,ЗО
29.09.2021,01.10.2021,20:22:35,FXDMETF,FXDM,RUB,Покупка,1,75.4,75.40,0.00,0.00,0.02,4449582892,,ЗО
29.09.2021,01.10.2021,20:25:50,FXDMETF,FXDM,RUB,Покупка,3,75.4,226.20,0.00,0.00,0.02,4449584383,,ЗО
29.09.2021,01.10.2021,20:25:54,FXDMETF,FXDM,RUB,Покупка,3,75.4,226.20,0.00,0.00,0.02,4449584414,,ЗО
29.09.2021,01.10.2021,20:25:56,FXDMETF,FXDM,RUB,Покупка,3,75.4,226.20,0.00,0.00,0.02,4449584428,,ЗО
29.09.2021,01.10.2021,20:25:58,FXDMETF,FXDM,RUB,Покупка,1,75.4,75.40,0.00,0.00,0.02,4449584446,,ЗО
28.10.2024,29.10.2024,14:46:54,Аэрофлот,AFLT,RUB,Покупка,10,54.14,541.40,0.00,0.32,0.16,11349401912,,И
28.10.2024,29.10.2024,14:48:36,Лентаао,LENT,RUB,Покупка,1,1017,1017.00,0.00,0.62,0.31,11349413803,,И
28.10.2024,29.10.2024,14:49:10,Ростел-ао,RTKM,RUB,Покупка,10,62.91,629.10,0.00,0.37,0.19,11349417268,,И
28.10.2024,29.10.2024,14:49:54,Самолетао,SMLT,RUB,Покупка,1,1518,1518.00,0.00,0.91,0.45,11349422806,,И
28.10.2024,29.10.2024,14:50:34,MDMG-ао,MDMG,RUB,Покупка,1,833.7,833.70,0.00,0.50,0.25,11349428112,,И
28.10.2024,29.10.2024,14:51:22,ИНАРКТИКА,AQUA,RUB,Покупка,1,572.5,572.50,0.00,0.35,0.17,11349437240,,И
28.10.2024,29.10.2024,22:44:38,SBMMETF,SBMM,RUB,Покупка,100,14.014,1401.40,0.00,0.00,0.42,11352050047,,И
27.12.2021,29.12.2021,18:17:51,SBSPETF,SBSP,RUB,Покупка,1,1860,1860.00,0.00,0.00,0.17,4812162403,,И
27.12.2021,29.12.2021,18:17:55,БПИФбрутто,SBMX,RUB,Покупка,50,19.069,953.45,0.00,0.00,0.09,4812162614,,И
27.12.2021,29.12.2021,18:18:25,FXRWETF,FXRW,RUB,Покупка,135,1.3548,182.90,0.00,0.11,0.02,4812164596,,И
27.12.2021,29.12.2021,18:18:56,FXDEETF,FXDE,RUB,Покупка,15,29.505,442.58,0.00,0.26,0.04,4812166907,,И
27.12.2021,29.12.2021,18:19:23,FXDMETF,FXDM,RUB,Покупка,11,78.66,865.26,0.00,0.52,0.08,4812169063,,И
27.12.2021,29.12.2021,18:19:54,FXRLETF,FXRL,RUB,Покупка,20,41.36,827.20,0.00,0.50,0.07,4812173483,,И
27.12.2021,29.12.2021,18:24:18,VTBEETF,VTBE,RUB,Покупка,11,90.46,995.06,0.00,0.60,0.09,4812193081,,И
29.12.2023,03.01.2024,13:19:13,Сбербанк,SBER,RUB,Покупка,10,272,2720.00,0.00,1.63,0.82,9327081300,,ЗО
29.12.2023,03.01.2024,13:20:41,Системаао,AFKS,RUB,Покупка,100,16.058,1605.80,0.00,0.96,0.00,9327090308,,ЗО
29.12.2023,03.01.2024,13:26:13,ИнтерРАОао,IRAO,RUB,Покупка,100,3.9405,394.05,0.00,0.24,0.00,9327124562,,ЗО
30.01.2024,31.01.2024,11:32:50,ГАЗПРОМао,GAZP,RUB,Покупка,10,163.45,1634.50,0.00,0.98,0.49,9479248436,,ЗО
30.01.2024,31.01.2024,11:32:56,Сбербанк,SBER,RUB,Покупка,10,276.68,2766.80,0.00,1.66,0.00,9479249321,,ЗО
30.01.2024,31.01.2024,11:33:38,Системаао,AFKS,RUB,Покупка,100,17.119,1711.90,0.00,1.03,0.52,9479254504,,ЗО
30.01.2024,31.01.2024,11:33:40,МТС-ао,MTSS,RUB,Покупка,10,274,2740.00,0.00,1.64,0.00,9479254844,,ЗО
30.01.2024,31.01.2024,11:34:12,ИнтерРАОао,IRAO,RUB,Покупка,100,4.066,406.60,0.00,0.25,0.12,9479258837,,ЗО
29.03.2023,31.03.2023,17:53:18,МТС-ао,MTSS,RUB,Покупка,10,257.9,2579.00,0.00,1.55,0.77,7475075046,,О
29.03.2023,30.03.2023,17:56:31,25084,RU000A101FA1,RUB,Покупка,1,98.854,988.54,25.56,0.59,0.10,7475090543,,И
29.03.2023,31.03.2023,17:57:35,БПИФбрутто,SBMX,RUB,Покупка,110,13.46,1480.60,0.00,0.00,0.45,7475093961,,О
29.04.2024,30.04.2024,12:48:57,БПИФбрутто,SBMX,RUB,Покупка,50,20.178,1008.90,0.00,0.00,0.30,10237013144,,И
29.04.2024,30.04.2024,12:49:51,Сбербанк,SBER,RUB,Покупка,10,308.1,3081.00,0.00,1.85,0.92,10237019963,,И
29.04.2024,30.04.2024,12:50:23,СевСт-ао,CHMF,RUB,Покупка,2,1907.8,3815.60,0.00,2.29,1.15,10237024241,,И
29.04.2024,30.04.2024,12:50:53,Системаао,AFKS,RUB,Покупка,100,26.199,2619.90,0.00,1.57,0.78,10237029010,,И
29.04.2024,30.04.2024,12:51:21,ИнтерРАОао,IRAO,RUB,Покупка,200,4.2745,854.90,0.00,0.51,0.26,10237034455,,И
26.05.2023,30.05.2023,21:41:21,ГАЗПРОМао,GAZP,RUB,Покупка,10,164.79,1647.90,0.00,0.99,0.49,7690509967,,И
30.05.2023,01.06.2023,17:01:45,Магнитао,MGNT,RUB,Покупка,1,4182.5,4182.50,0.00,2.51,1.25,7698304390,,ЗО
29.07.2024,30.07.2024,15:44:15,SBMMETF,SBMM,RUB,Продажа,800,13.4145,10731.60,0.00,0.00,3.22,10993245101,,И
29.07.2024,30.07.2024,15:45:22,РусГидро,HYDR,RUB,Покупка,1000,0.5898,589.80,0.00,0.35,0.18,10993252673,,И
29.07.2024,30.07.2024,15:45:48,МТС-ао,MTSS,RUB,Покупка,10,225.7,2257.00,0.00,1.36,0.68,10993255919,,И
29.07.2024,30.07.2024,15:47:02,СевСт-ао,CHMF,RUB,Покупка,1,1422,1422.00,0.00,0.85,0.43,10993263297,,И
29.07.2024,30.07.2024,15:47:47,ИнтерРАОао,IRAO,RUB,Покупка,100,3.766,376.60,0.00,0.23,0.11,10993267407,,И
29.07.2024,30.07.2024,15:48:18,Роснефть,ROSN,RUB,Покупка,1,514.35,514.35,0.00,0.31,0.16,10993270038,,И
29.07.2024,30.07.2024,15:48:41,Новатэкао,NVTK,RUB,Покупка,1,1043.2,1043.20,0.00,0.62,0.31,10993272562,,И
29.07.2024,30.07.2024,15:49:04,Сургнфгз,SNGS,RUB,Покупка,100,27.73,2773.00,0.00,1.67,0.83,10993275228,,И
29.07.2024,30.07.2024,15:53:23,БПИФбрутто,SBMX,RUB,Покупка,50,17.973,898.65,0.00,0.00,0.27,10993331396,,И
30.08.2024,02.09.2024,18:08:56,SBMMETF,SBMM,RUB,Продажа,300,13.631,4089.30,0.00,0.00,1.23,11125098501,,ЗО
30.08.2024,02.09.2024,18:10:05,ЯНДЕКС,YDEX,RUB,Покупка,1,3785,3785.00,0.00,2.27,1.13,11125104232,,ЗО
30.08.2024,02.09.2024,18:11:53,Системаао,AFKS,RUB,Покупка,100,16.088,1608.80,0.00,0.97,0.49,11125114093,,ЗО
30.08.2024,02.09.2024,18:12:48,Роснефть,ROSN,RUB,Покупка,1,478.25,478.25,0.00,0.28,0.14,11125120200,,ЗО
30.08.2024,02.09.2024,18:12:48,Роснефть,ROSN,RUB,Покупка,2,478.25,956.50,0.00,0.58,0.28,11125120201,,ЗО
30.08.2024,02.09.2024,18:13:10,Новатэкао,NVTK,RUB,Покупка,1,972.2,972.20,0.00,0.58,0.29,11125122351,,ЗО
30.08.2024,02.09.2024,18:13:49,РусГидро,HYDR,RUB,Покупка,3000,0.5222,1566.60,0.00,0.94,0.47,11125126109,,ЗО
30.08.2024,02.09.2024,18:13:49,РусГидро,HYDR,RUB,Покупка,1000,0.5222,522.20,0.00,0.31,0.16,11125126110,,ЗО
27.09.2024,30.09.2024,12:18:55,SBMMETF,SBMM,RUB,Продажа,15,13.8175,207.26,0.00,0.00,0.07,11236665486,,И
27.09.2024,30.09.2024,12:18:55,SBMMETF,SBMM,RUB,Продажа,685,13.8175,9464.99,0.00,0.00,2.84,11236665487,,И
27.09.2024,30.09.2024,12:22:43,МТС-ао,MTSS,RUB,Покупка,10,206.75,2067.50,0.00,1.24,0.62,11236710588,,И
27.09.2024,30.09.2024,12:24:00,МосБиржа,MOEX,RUB,Покупка,10,212.71,2127.10,0.00,1.28,0.64,11236717114,,И
27.09.2024,30.09.2024,12:25:01,Роснефть,ROSN,RUB,Покупка,1,510.95,510.95,0.00,0.30,0.16,11236721704,,И
27.09.2024,30.09.2024,12:25:41,Новатэкао,NVTK,RUB,Покупка,1,1017.4,1017.40,0.00,0.61,0.31,11236725083,,И
27.09.2024,30.09.2024,12:26:32,Сургнфгз,SNGS,RUB,Покупка,100,25.045,2504.50,0.00,1.51,0.75,11236729153,,И
27.09.2024,30.09.2024,12:27:11,РусГидро,HYDR,RUB,Покупка,1000,0.5524,552.40,0.00,0.33,0.17,11236732082,,И
27.09.2024,30.09.2024,12:28:00,SBMMETF,SBMM,RUB,Покупка,100,13.818,1381.80,0.00,0.00,0.42,11236735810,,И
27.09.2024,30.09.2024,12:29:42,SBMMETF,SBMM,RUB,Продажа,100,13.8175,1381.75,0.00,0.00,0.42,11236744169,,И
27.09.2024,30.09.2024,12:32:22,ГазпромКP3,RU000A101QM3,RUB,Покупка,1,92.12,921.20,19.52,0.55,0.08,11236756490,,И
29.09.2021,01.10.2021,20:12:25,FXGDETF,FXGD,RUB,Покупка,1,847,847.00,0.00,0.00,0.08,4449577457,,О
29.09.2021,01.10.2021,20:19:21,FXDMETF,FXDM,RUB,Покупка,7,75.4,527.80,0.00,0.00,0.05,4449581409,,О
29.09.2021,01.10.2021,20:22:35,FXDMETF,FXDM,RUB,Покупка,1,75.4,75.40,0.00,0.00,0.02,4449582892,,О
29.09.2021,01.10.2021,20:25:50,FXDMETF,FXDM,RUB,Покупка,3,75.4,226.20,0.00,0.00,0.02,4449584383,,О
29.09.2021,01.10.2021,20:25:54,FXDMETF,FXDM,RUB,Покупка,3,75.4,226.20,0.00,0.00,0.02,4449584414,,О
29.09.2021,01.10.2021,20:25:56,FXDMETF,FXDM,RUB,Покупка,3,75.4,226.20,0.00,0.00,0.02,4449584428,,О
29.09.2021,01.10.2021,20:25:58,FXDMETF,FXDM,RUB,Покупка,1,75.4,75.40,0.00,0.00,0.02,4449584446,,О
30.09.2021,04.10.2021,10:59:34,SBSPETF,SBSP,RUB,Покупка,1,1696.2,1696.20,0.00,0.00,0.16,4453542268,,ЗО
30.11.2023,01.12.2023,19:10:58,МТС-ао,MTSS,RUB,Покупка,10,254.7,2547.00,0.00,1.53,0.00,9080959548,,ЗО
30.11.2023,01.12.2023,19:14:58,СевСт-ао,CHMF,RUB,Покупка,1,1271.8,1271.80,0.00,0.76,0.00,9080967468,,ЗО
30.11.2023,01.12.2023,19:15:49,ИнтерРАОао,IRAO,RUB,Покупка,100,4.168,416.80,0.00,0.25,0.00,9080968585,,ЗО
28.12.2024,30.12.2024,14:50:51,SBMMETF,SBMM,RUB,Покупка,476,14.513,6908.19,0.00,0.00,2.07,11867298140,,И
30.12.2021,04.01.2022,16:22:03,FXGDETF,FXGD,RUB,Продажа,1,906.2,906.20,0.00,0.54,0.09,4829207953,,ЗО
30.12.2021,04.01.2022,16:24:34,FXGDETF,FXGD,RUB,Покупка,1,906.4,906.40,0.00,0.55,0.09,4829216361,,ЗО
30.12.2021,04.01.2022,16:25:48,FXGDETF,FXGD,RUB,Продажа,1,906.4,906.40,0.00,0.54,0.09,4829221233,,ЗО
30.12.2021,04.01.2022,16:27:05,FXGDETF,FXGD,RUB,Продажа,1,906.2,906.20,0.00,0.54,0.09,4829225682,,ЗО
30.12.2021,04.01.2022,16:30:25,FXGDETF,FXGD,RUB,Покупка,2,906.8,1813.60,0.00,1.09,0.17,4829239337,,ЗО
28.12.2024,30.12.2024,14:50:51,SBMMETF,SBMM,RUB,Покупка,476,14.513,6908.19,0.00,0.00,2.07,11867298140,,И
30.01.2024,31.01.2024,11:32:50,ГАЗПРОМао,GAZP,RUB,Покупка,10,163.45,1634.50,0.00,0.98,0.49,9479248436,,И
30.01.2024,31.01.2024,11:32:56,Сбербанк,SBER,RUB,Покупка,10,276.68,2766.80,0.00,1.66,0.00,9479249321,,И
30.01.2024,31.01.2024,11:33:38,Системаао,AFKS,RUB,Покупка,100,17.119,1711.90,0.00,1.03,0.52,9479254504,,И
30.01.2024,31.01.2024,11:33:40,МТС-ао,MTSS,RUB,Покупка,10,274,2740.00,0.00,1.64,0.00,9479254844,,И
30.01.2024,31.01.2024,11:34:12,ИнтерРАОао,IRAO,RUB,Покупка,100,4.066,406.60,0.00,0.25,0.12,9479258837,,И
29.03.2023,31.03.2023,17:53:18,МТС-ао,MTSS,RUB,Покупка,10,257.9,2579.00,0.00,1.55,0.77,7475075046,,И
29.03.2023,31.03.2023,17:57:35,БПИФбрутто,SBMX,RUB,Покупка,110,13.46,1480.60,0.00,0.00,0.45,7475093961,,И
30.05.2023,01.06.2023,17:01:45,Магнитао,MGNT,RUB,Покупка,1,4182.5,4182.50,0.00,2.51,1.25,7698304390,,О
31.05.2024,03.06.2024,17:14:25,БПИФбрутто,SBMX,RUB,Покупка,50,19.07,953.50,0.00,0.00,0.28,10559156817,,ЗО
31.05.2024,03.06.2024,17:15:53,Сбербанк,SBER,RUB,Покупка,10,316.12,3161.20,0.00,1.90,0.95,10559162893,,ЗО
